"REF_DATE","GEO","DGUID","Age group","Sex","Satisfaction with life and with selected domains of life","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Ontario","2016A000235","65 to 74 years","Males","Achievement in life","Number","223","units ","0","v119130752","8.9.2.4","7.5","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Males","Personal relationships","Number","223","units ","0","v119130753","8.9.2.5","8.2","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Males","Personal appearance","Number","223","units ","0","v119130754","8.9.2.6","7.4","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Males","Feelings of safety","Number","223","units ","0","v119130755","8.9.2.7","8.4","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Males","Feeling part of the community","Number","223","units ","0","v119130756","8.9.2.8","7.3","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Males","Free time","Number","223","units ","0","v119130757","8.9.2.9","7.7","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Males","Quality of local environment","Number","223","units ","0","v119130758","8.9.2.10","8.1","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Life as a whole","Number","223","units ","0","v119130759","8.9.3.1","8.2","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Standard of living","Number","223","units ","0","v119130760","8.9.3.2","7.8","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Health","Number","223","units ","0","v119130761","8.9.3.3","7.2","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Achievement in life","Number","223","units ","0","v119130762","8.9.3.4","7.6","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Personal relationships","Number","223","units ","0","v119130763","8.9.3.5","8.3","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Personal appearance","Number","223","units ","0","v119130764","8.9.3.6","7.3","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Feelings of safety","Number","223","units ","0","v119130765","8.9.3.7","8.6","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Feeling part of the community","Number","223","units ","0","v119130766","8.9.3.8","7.7","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Free time","Number","223","units ","0","v119130767","8.9.3.9","8.0","","","","1"
"2016","Ontario","2016A000235","65 to 74 years","Females","Quality of local environment","Number","223","units ","0","v119130768","8.9.3.10","8.2","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Life as a whole","Number","223","units ","0","v119130769","8.10.1.1","8.2","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Standard of living","Number","223","units ","0","v119130770","8.10.1.2","8.0","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Health","Number","223","units ","0","v119130771","8.10.1.3","7.0","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Achievement in life","Number","223","units ","0","v119130772","8.10.1.4","7.6","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Personal relationships","Number","223","units ","0","v119130773","8.10.1.5","8.4","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Personal appearance","Number","223","units ","0","v119130774","8.10.1.6","7.7","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Feelings of safety","Number","223","units ","0","v119130775","8.10.1.7","8.5","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Feeling part of the community","Number","223","units ","0","v119130776","8.10.1.8","7.5","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Free time","Number","223","units ","0","v119130777","8.10.1.9","7.7","","","","1"
"2016","Ontario","2016A000235","75 years and over","Both sexes","Quality of local environment","Number","223","units ","0","v119130778","8.10.1.10","8.1","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Life as a whole","Number","223","units ","0","v119130779","8.10.2.1","8.2","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Standard of living","Number","223","units ","0","v119130780","8.10.2.2","7.9","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Health","Number","223","units ","0","v119130781","8.10.2.3","7.1","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Achievement in life","Number","223","units ","0","v119130782","8.10.2.4","7.4","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Personal relationships","Number","223","units ","0","v119130783","8.10.2.5","8.3","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Personal appearance","Number","223","units ","0","v119130784","8.10.2.6","7.5","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Feelings of safety","Number","223","units ","0","v119130785","8.10.2.7","8.4","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Feeling part of the community","Number","223","units ","0","v119130786","8.10.2.8","7.4","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Free time","Number","223","units ","0","v119130787","8.10.2.9","7.4","","","","1"
"2016","Ontario","2016A000235","75 years and over","Males","Quality of local environment","Number","223","units ","0","v119130788","8.10.2.10","8.1","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Life as a whole","Number","223","units ","0","v119130789","8.10.3.1","8.2","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Standard of living","Number","223","units ","0","v119130790","8.10.3.2","8.1","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Health","Number","223","units ","0","v119130791","8.10.3.3","7.0","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Achievement in life","Number","223","units ","0","v119130792","8.10.3.4","7.7","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Personal relationships","Number","223","units ","0","v119130793","8.10.3.5","8.5","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Personal appearance","Number","223","units ","0","v119130794","8.10.3.6","7.7","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Feelings of safety","Number","223","units ","0","v119130795","8.10.3.7","8.6","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Feeling part of the community","Number","223","units ","0","v119130796","8.10.3.8","7.7","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Free time","Number","223","units ","0","v119130797","8.10.3.9","7.9","","","","1"
"2016","Ontario","2016A000235","75 years and over","Females","Quality of local environment","Number","223","units ","0","v119130798","8.10.3.10","8.1","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Life as a whole","Number","223","units ","0","v119130799","9.1.1.1","7.9","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Standard of living","Number","223","units ","0","v119130800","9.1.1.2","7.8","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Health","Number","223","units ","0","v119130801","9.1.1.3","7.4","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Achievement in life","Number","223","units ","0","v119130802","9.1.1.4","7.3","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Personal relationships","Number","223","units ","0","v119130803","9.1.1.5","8.0","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Personal appearance","Number","223","units ","0","v119130804","9.1.1.6","7.4","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Feelings of safety","Number","223","units ","0","v119130805","9.1.1.7","8.5","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Feeling part of the community","Number","223","units ","0","v119130806","9.1.1.8","7.3","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Free time","Number","223","units ","0","v119130807","9.1.1.9","6.8","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Both sexes","Quality of local environment","Number","223","units ","0","v119130808","9.1.1.10","8.1","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Life as a whole","Number","223","units ","0","v119130809","9.1.2.1","7.9","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Standard of living","Number","223","units ","0","v119130810","9.1.2.2","7.8","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Health","Number","223","units ","0","v119130811","9.1.2.3","7.4","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Achievement in life","Number","223","units ","0","v119130812","9.1.2.4","7.3","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Personal relationships","Number","223","units ","0","v119130813","9.1.2.5","7.9","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Personal appearance","Number","223","units ","0","v119130814","9.1.2.6","7.5","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Feelings of safety","Number","223","units ","0","v119130815","9.1.2.7","8.5","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Feeling part of the community","Number","223","units ","0","v119130816","9.1.2.8","7.3","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Free time","Number","223","units ","0","v119130817","9.1.2.9","6.8","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Males","Quality of local environment","Number","223","units ","0","v119130818","9.1.2.10","8.2","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Life as a whole","Number","223","units ","0","v119130819","9.1.3.1","8.0","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Standard of living","Number","223","units ","0","v119130820","9.1.3.2","7.9","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Health","Number","223","units ","0","v119130821","9.1.3.3","7.3","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Achievement in life","Number","223","units ","0","v119130822","9.1.3.4","7.4","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Personal relationships","Number","223","units ","0","v119130823","9.1.3.5","8.1","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Personal appearance","Number","223","units ","0","v119130824","9.1.3.6","7.2","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Feelings of safety","Number","223","units ","0","v119130825","9.1.3.7","8.4","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Feeling part of the community","Number","223","units ","0","v119130826","9.1.3.8","7.4","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Free time","Number","223","units ","0","v119130827","9.1.3.9","6.8","","","","1"
"2016","Prairie provinces","2016A00014","Total, 15 years and over","Females","Quality of local environment","Number","223","units ","0","v119130828","9.1.3.10","8.1","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Life as a whole","Number","223","units ","0","v119130829","9.2.1.1","8.0","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Standard of living","Number","223","units ","0","v119130830","9.2.1.2","8.5","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Health","Number","223","units ","0","v119130831","9.2.1.3","7.8","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Achievement in life","Number","223","units ","0","v119130832","9.2.1.4","7.4","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Personal relationships","Number","223","units ","0","v119130833","9.2.1.5","7.8","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Personal appearance","Number","223","units ","0","v119130834","9.2.1.6","7.6","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Feelings of safety","Number","223","units ","0","v119130835","9.2.1.7","8.8","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119130836","9.2.1.8","7.2","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Free time","Number","223","units ","0","v119130837","9.2.1.9","6.8","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Both sexes","Quality of local environment","Number","223","units ","0","v119130838","9.2.1.10","8.2","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Life as a whole","Number","223","units ","0","v119130839","9.2.2.1","7.9","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Standard of living","Number","223","units ","0","v119130840","9.2.2.2","8.5","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Health","Number","223","units ","0","v119130841","9.2.2.3","8.0","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Achievement in life","Number","223","units ","0","v119130842","9.2.2.4","7.4","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Personal relationships","Number","223","units ","0","v119130843","9.2.2.5","7.4","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Personal appearance","Number","223","units ","0","v119130844","9.2.2.6","7.7","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Feelings of safety","Number","223","units ","0","v119130845","9.2.2.7","8.8","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Feeling part of the community","Number","223","units ","0","v119130846","9.2.2.8","7.2","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Free time","Number","223","units ","0","v119130847","9.2.2.9","6.9","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Males","Quality of local environment","Number","223","units ","0","v119130848","9.2.2.10","8.5","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Life as a whole","Number","223","units ","0","v119130849","9.2.3.1","8.0","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Standard of living","Number","223","units ","0","v119130850","9.2.3.2","8.5","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Health","Number","223","units ","0","v119130851","9.2.3.3","7.7","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Achievement in life","Number","223","units ","0","v119130852","9.2.3.4","7.5","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Personal relationships","Number","223","units ","0","v119130853","9.2.3.5","8.1","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Personal appearance","Number","223","units ","0","v119130854","9.2.3.6","7.4","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Feelings of safety","Number","223","units ","0","v119130855","9.2.3.7","8.7","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Feeling part of the community","Number","223","units ","0","v119130856","9.2.3.8","7.2","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Free time","Number","223","units ","0","v119130857","9.2.3.9","6.6","","","","1"
"2016","Prairie provinces","2016A00014","15 to 24 years","Females","Quality of local environment","Number","223","units ","0","v119130858","9.2.3.10","7.9","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Life as a whole","Number","223","units ","0","v119130859","9.3.1.1","7.8","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Standard of living","Number","223","units ","0","v119130860","9.3.1.2","7.6","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Health","Number","223","units ","0","v119130861","9.3.1.3","7.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Achievement in life","Number","223","units ","0","v119130862","9.3.1.4","7.2","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Personal relationships","Number","223","units ","0","v119130863","9.3.1.5","8.0","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Personal appearance","Number","223","units ","0","v119130864","9.3.1.6","7.3","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Feelings of safety","Number","223","units ","0","v119130865","9.3.1.7","8.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119130866","9.3.1.8","7.2","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Free time","Number","223","units ","0","v119130867","9.3.1.9","6.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Both sexes","Quality of local environment","Number","223","units ","0","v119130868","9.3.1.10","8.0","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Life as a whole","Number","223","units ","0","v119130869","9.3.2.1","7.8","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Standard of living","Number","223","units ","0","v119130870","9.3.2.2","7.6","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Health","Number","223","units ","0","v119130871","9.3.2.3","7.5","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Achievement in life","Number","223","units ","0","v119130872","9.3.2.4","7.1","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Personal relationships","Number","223","units ","0","v119130873","9.3.2.5","8.0","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Personal appearance","Number","223","units ","0","v119130874","9.3.2.6","7.5","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Feelings of safety","Number","223","units ","0","v119130875","9.3.2.7","8.5","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Feeling part of the community","Number","223","units ","0","v119130876","9.3.2.8","7.2","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Free time","Number","223","units ","0","v119130877","9.3.2.9","6.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Males","Quality of local environment","Number","223","units ","0","v119130878","9.3.2.10","8.1","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Life as a whole","Number","223","units ","0","v119130879","9.3.3.1","7.9","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Standard of living","Number","223","units ","0","v119130880","9.3.3.2","7.7","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Health","Number","223","units ","0","v119130881","9.3.3.3","7.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Achievement in life","Number","223","units ","0","v119130882","9.3.3.4","7.2","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Personal relationships","Number","223","units ","0","v119130883","9.3.3.5","8.0","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Personal appearance","Number","223","units ","0","v119130884","9.3.3.6","7.1","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Feelings of safety","Number","223","units ","0","v119130885","9.3.3.7","8.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Feeling part of the community","Number","223","units ","0","v119130886","9.3.3.8","7.3","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Free time","Number","223","units ","0","v119130887","9.3.3.9","6.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 54 years","Females","Quality of local environment","Number","223","units ","0","v119130888","9.3.3.10","7.9","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Life as a whole","Number","223","units ","0","v119130889","9.4.1.1","7.8","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Standard of living","Number","223","units ","0","v119130890","9.4.1.2","7.7","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Health","Number","223","units ","0","v119130891","9.4.1.3","7.6","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Achievement in life","Number","223","units ","0","v119130892","9.4.1.4","7.3","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Personal relationships","Number","223","units ","0","v119130893","9.4.1.5","7.9","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Personal appearance","Number","223","units ","0","v119130894","9.4.1.6","7.5","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Feelings of safety","Number","223","units ","0","v119130895","9.4.1.7","8.5","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119130896","9.4.1.8","7.1","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Free time","Number","223","units ","0","v119130897","9.4.1.9","6.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Both sexes","Quality of local environment","Number","223","units ","0","v119130898","9.4.1.10","8.0","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Life as a whole","Number","223","units ","0","v119130899","9.4.2.1","7.7","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Standard of living","Number","223","units ","0","v119130900","9.4.2.2","7.7","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Health","Number","223","units ","0","v119130901","9.4.2.3","7.6","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Achievement in life","Number","223","units ","0","v119130902","9.4.2.4","7.1","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Personal relationships","Number","223","units ","0","v119130903","9.4.2.5","7.8","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Personal appearance","Number","223","units ","0","v119130904","9.4.2.6","7.6","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Feelings of safety","Number","223","units ","0","v119130905","9.4.2.7","8.6","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Feeling part of the community","Number","223","units ","0","v119130906","9.4.2.8","7.0","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Free time","Number","223","units ","0","v119130907","9.4.2.9","6.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Males","Quality of local environment","Number","223","units ","0","v119130908","9.4.2.10","8.1","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Life as a whole","Number","223","units ","0","v119130909","9.4.3.1","7.8","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Standard of living","Number","223","units ","0","v119130910","9.4.3.2","7.8","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Health","Number","223","units ","0","v119130911","9.4.3.3","7.6","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Achievement in life","Number","223","units ","0","v119130912","9.4.3.4","7.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Personal relationships","Number","223","units ","0","v119130913","9.4.3.5","8.1","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Personal appearance","Number","223","units ","0","v119130914","9.4.3.6","7.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Feelings of safety","Number","223","units ","0","v119130915","9.4.3.7","8.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Feeling part of the community","Number","223","units ","0","v119130916","9.4.3.8","7.3","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Free time","Number","223","units ","0","v119130917","9.4.3.9","6.4","","","","1"
"2016","Prairie provinces","2016A00014","25 to 34 years","Females","Quality of local environment","Number","223","units ","0","v119130918","9.4.3.10","7.9","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Life as a whole","Number","223","units ","0","v119130919","9.5.1.1","7.8","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Standard of living","Number","223","units ","0","v119130920","9.5.1.2","7.6","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Health","Number","223","units ","0","v119130921","9.5.1.3","7.5","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Achievement in life","Number","223","units ","0","v119130922","9.5.1.4","7.2","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Personal relationships","Number","223","units ","0","v119130923","9.5.1.5","8.0","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Personal appearance","Number","223","units ","0","v119130924","9.5.1.6","7.3","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Feelings of safety","Number","223","units ","0","v119130925","9.5.1.7","8.5","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119130926","9.5.1.8","7.3","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Free time","Number","223","units ","0","v119130927","9.5.1.9","6.4","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Both sexes","Quality of local environment","Number","223","units ","0","v119130928","9.5.1.10","8.1","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Life as a whole","Number","223","units ","0","v119130929","9.5.2.1","7.9","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Standard of living","Number","223","units ","0","v119130930","9.5.2.2","7.6","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Health","Number","223","units ","0","v119130931","9.5.2.3","7.6","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Achievement in life","Number","223","units ","0","v119130932","9.5.2.4","7.2","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Personal relationships","Number","223","units ","0","v119130933","9.5.2.5","8.1","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Personal appearance","Number","223","units ","0","v119130934","9.5.2.6","7.6","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Feelings of safety","Number","223","units ","0","v119130935","9.5.2.7","8.6","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Feeling part of the community","Number","223","units ","0","v119130936","9.5.2.8","7.3","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Free time","Number","223","units ","0","v119130937","9.5.2.9","6.5","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Males","Quality of local environment","Number","223","units ","0","v119130938","9.5.2.10","8.2","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Life as a whole","Number","223","units ","0","v119130939","9.5.3.1","7.8","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Standard of living","Number","223","units ","0","v119130940","9.5.3.2","7.7","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Health","Number","223","units ","0","v119130941","9.5.3.3","7.4","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Achievement in life","Number","223","units ","0","v119130942","9.5.3.4","7.2","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Personal relationships","Number","223","units ","0","v119130943","9.5.3.5","8.0","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Personal appearance","Number","223","units ","0","v119130944","9.5.3.6","7.0","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Feelings of safety","Number","223","units ","0","v119130945","9.5.3.7","8.4","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Feeling part of the community","Number","223","units ","0","v119130946","9.5.3.8","7.3","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Free time","Number","223","units ","0","v119130947","9.5.3.9","6.3","","","","1"
"2016","Prairie provinces","2016A00014","35 to 44 years","Females","Quality of local environment","Number","223","units ","0","v119130948","9.5.3.10","8.0","","","","1"
"2016","Prairie provinces","2016A00014","45 to 54 years","Both sexes","Life as a whole","Number","223","units ","0","v119130949","9.6.1.1","7.9","","","","1"
"2016","Prairie provinces","2016A00014","45 to 54 years","Both sexes","Standard of living","Number","223","units ","0","v119130950","9.6.1.2","7.5","","","","1"
"2016","Prairie provinces","2016A00014","45 to 54 years","Both sexes","Health","Number","223","units ","0","v119130951","9.6.1.3","7.1","","","","1"
"2016","Prairie provinces","2016A00014","45 to 54 years","Both sexes","Achievement in life","Number","223","units ","0","v119130952","9.6.1.4","7.0","","","","1"
