REF_DATE,GEO,Age group,Sex,UOM_ID,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Current smoker, daily or occasional","Fruit and vegetable consumption, 5 times or more per day","Life satisfaction, satisfied or very satisfied",Mood disorder,"Perceived health, very good or excellent","Perceived life stress, most days quite a bit or extremely stressful","Perceived mental health, very good or excellent","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Sense of belonging to local community, somewhat strong or very strong"
2015/2016,"Rural areas, Newfoundland and Labrador","Total, 12 years and over",Males,239,50.1,30.5,43.9,28.46666666666667,13.133333333333335,91.8,4.233333333333333,57.53333333333334,8.233333333333334,68.69999999999999,51.73333333333334,63.53333333333334,84.60000000000001
2015/2016,"Rural areas, Northwest Territories","Total, 12 years and over",Both sexes,223,2160.2,2580.2,300.2,3660.2,1339.8,6360.0,399.8,3259.6,979.8,4439.8,3860.0,360.0,6160.2
2015/2016,"Rural areas, Northwest Territories","Total, 12 years and over",Both sexes,239,35.36666666666667,40.56666666666666,53.300000000000004,46.13333333333333,18.7,84.03333333333333,5.633333333333333,43.63333333333333,12.799999999999999,58.46666666666666,57.1,58.13333333333333,78.76666666666667
2015/2016,"Rural areas, Nova Scotia","Total, 12 years and over",Both sexes,223,63540.2,61980.0,4660.0,37580.0,49279.8,178380.0,17539.8,116479.8,36239.8,132579.8,99639.8,7960.0,149940.2
2015/2016,"Rural areas, Nova Scotia","Total, 12 years and over",Both sexes,239,36.699999999999996,35.66666666666667,32.93333333333334,18.7,26.133333333333336,92.0,8.733333333333333,57.76666666666667,17.833333333333332,68.3,54.23333333333333,58.53333333333334,77.46666666666667
2015/2016,"Rural areas, Nova Scotia","Total, 12 years and over",Females,223,32080.2,30240.0,2040.0,17820.0,32719.8,96680.0,11620.0,65920.0,21319.8,71140.0,49620.0,3360.0,81800.2
2015/2016,"Rural areas, Nova Scotia","Total, 12 years and over",Females,239,34.6,32.36666666666667,31.900000000000002,16.5,32.26666666666667,92.03333333333335,10.933333333333332,61.20000000000001,19.599999999999998,67.33333333333333,50.23333333333333,52.366666666666674,78.10000000000001
2015/2016,"Rural areas, Nova Scotia","Total, 12 years and over",Males,223,31480.2,31720.0,2680.0,19980.0,16459.8,81540.0,5960.0,50659.8,15079.8,61899.8,49920.0,4600.0,68240.2
2015/2016,"Rural areas, Nova Scotia","Total, 12 years and over",Males,239,39.199999999999996,39.53333333333334,34.4,21.333333333333332,19.033333333333335,91.73333333333335,6.366666666666667,53.79999999999999,16.03333333333333,69.3,58.93333333333334,63.79999999999999,76.60000000000001
2015/2016,"Rural areas, Ontario","Total, 12 years and over",Both sexes,223,248960.4,303580.2,18080.0,175400.2,253719.8,851200.2,80260.0,593000.0,204740.0,650620.0,489680.0,44180.0,673160.4
2015/2016,"Rural areas, Ontario","Total, 12 years and over",Both sexes,239,30.833333333333332,37.6,28.866666666666664,18.566666666666666,28.53333333333333,93.7,8.5,62.36666666666667,21.599999999999998,71.36666666666666,57.166666666666664,62.4,74.10000000000001
2015/2016,"Rural areas, Ontario","Total, 12 years and over",Females,223,113940.4,137460.4,6860.0,76480.2,159399.8,432520.0,53760.0,299860.2,109760.0,323740.0,223660.0,18920.0,344720.4
2015/2016,"Rural areas, Ontario","Total, 12 years and over",Females,239,28.5,34.63333333333333,23.46666666666667,16.099999999999998,35.199999999999996,93.56666666666666,11.466666666666669,63.06666666666666,23.26666666666667,69.96666666666665,51.73333333333334,56.06666666666666,74.66666666666667
2015/2016,"Rural areas, Ontario","Total, 12 years and over",Males,223,135060.4,165720.0,11300.0,99240.0,94719.8,418740.0,26700.0,291260.0,94800.0,326120.0,266020.0,25280.0,327900.4
2015/2016,"Rural areas, Ontario","Total, 12 years and over",Males,239,33.13333333333333,40.56666666666667,33.93333333333334,21.133333333333336,21.7,93.73333333333335,5.566666666666666,61.666666666666664,20.03333333333333,72.73333333333333,62.666666666666664,67.89999999999999,73.46666666666665
2015/2016,"Rural areas, Prince Edward Island","Total, 12 years and over",Both sexes,223,11440.2,13360.0,740.0,5559.8,11100.0,35400.0,2199.8,24520.0,5499.8,28160.0,17859.8,1459.8,30040.2
2015/2016,"Rural areas, Prince Edward Island","Total, 12 years and over",Both sexes,239,34.0,40.06666666666667,23.7,14.1,29.866666666666664,93.33333333333333,5.666666666666667,61.70000000000001,14.033333333333333,74.06666666666666,50.43333333333334,46.36666666666667,78.89999999999999
2015/2016,"Rural areas, Prince Edward Island","Total, 12 years and over",Males,223,6180.2,7240.0,420.0,3320.0,4320.0,17360.0,799.8,10959.8,3280.0,13740.0,10100.0,779.8,14940.2
2015/2016,"Rural areas, Prince Edward Island","Total, 12 years and over",Males,239,36.86666666666667,43.96666666666667,26.366666666666664,16.8,24.0,94.2,4.1,55.73333333333333,17.2,74.1,57.699999999999996,49.166666666666664,80.60000000000001
2015/2016,"Rural areas, Quebec","Total, 12 years and over",Both sexes,223,193140.2,275640.2,9580.0,155100.2,295780.2,737100.4,43179.8,499260.0,176260.0,591720.2,391619.8,23579.8,466419.8
2015/2016,"Rural areas, Quebec","Total, 12 years and over",Both sexes,239,27.03333333333333,38.266666666666666,21.366666666666664,19.533333333333335,38.53333333333333,94.76666666666665,5.466666666666668,62.666666666666664,22.23333333333333,75.89999999999999,53.1,52.26666666666666,60.333333333333336
2015/2016,"Rural areas, Quebec","Total, 12 years and over",Females,223,89860.2,109800.0,2839.6,73600.2,179120.2,360720.4,29019.8,243520.0,99400.2,286640.4,167199.6,9379.8,218039.8
2015/2016,"Rural areas, Quebec","Total, 12 years and over",Females,239,26.166666666666668,31.633333333333336,13.133333333333335,19.066666666666666,47.5,94.83333333333333,7.6000000000000005,62.9,25.833333333333332,75.03333333333333,46.666666666666664,41.900000000000006,57.46666666666666
2015/2016,"Rural areas, Quebec","Total, 12 years and over",Males,223,103100.0,166320.4,6780.0,81900.0,117120.2,376140.2,14099.8,255340.0,76880.0,305040.2,224780.0,14100.0,248820.0
2015/2016,"Rural areas, Quebec","Total, 12 years and over",Males,239,27.866666666666664,44.5,29.566666666666666,20.066666666666666,29.933333333333334,94.63333333333333,3.4666666666666663,62.36666666666667,18.900000000000002,76.69999999999999,59.1,62.4,63.06666666666666
2015/2016,"Rural areas, Saskatchewan","Total, 12 years and over",Both sexes,223,48740.4,43180.0,4060.0,28500.0,39179.8,137880.2,10840.0,86059.8,22959.8,103960.0,73160.0,8740.0,114220.4
2015/2016,"Rural areas, Saskatchewan","Total, 12 years and over",Both sexes,239,39.36666666666667,34.63333333333333,32.333333333333336,19.066666666666666,27.833333333333332,94.8,7.3999999999999995,57.666666666666664,15.466666666666669,71.13333333333334,55.43333333333334,66.2,78.8
2015/2016,"Rural areas, Saskatchewan","Total, 12 years and over",Females,223,20820.4,19780.0,1900.0,12340.0,26640.0,67440.0,5659.8,42640.0,10159.6,50280.0,33380.0,3340.0,55620.2
2015/2016,"Rural areas, Saskatchewan","Total, 12 years and over",Females,239,35.5,33.166666666666664,31.633333333333336,16.933333333333334,38.76666666666667,93.76666666666665,8.0,58.93333333333334,14.233333333333334,69.83333333333333,51.833333333333336,58.29999999999999,77.16666666666666
2015/2016,"Rural areas, Saskatchewan","Total, 12 years and over",Males,223,27820.4,23499.8,2200.0,16200.0,12439.8,70280.2,5280.0,43199.8,12660.0,53320.0,39340.0,5340.0,58340.4
2015/2016,"Rural areas, Saskatchewan","Total, 12 years and over",Males,239,42.93333333333334,36.06666666666666,34.1,21.266666666666666,17.433333333333334,95.56666666666666,7.099999999999999,56.333333333333336,16.833333333333332,72.26666666666667,58.866666666666674,71.76666666666667,80.23333333333333
2015/2016,"Saint John, New Brunswick","Total, 12 years and over",Both sexes,223,18560.2,20320.0,1260.0,14100.0,15800.0,53319.8,6180.0,36260.0,12260.0,40540.0,29780.0,2140.0,39820.0
2015/2016,"Saint John, New Brunswick","Total, 12 years and over",Both sexes,239,34.666666666666664,38.66666666666667,35.0,23.03333333333333,28.133333333333336,88.60000000000001,10.233333333333334,58.73333333333333,20.400000000000002,67.76666666666667,53.26666666666667,64.26666666666667,66.76666666666667
2015/2016,Saskatchewan,"Total, 12 years and over",Both sexes,223,183225.25,223325.25,13425.0,132425.25,178999.75,617675.25,57175.0,402900.0,118449.75,463850.0,335224.75,27450.0,482500.25
2015/2016,Saskatchewan,"Total, 12 years and over",Both sexes,239,31.333333333333332,38.43333333333333,30.566666666666663,19.86666666666667,28.266666666666666,93.76666666666667,8.4,59.833333333333336,17.73333333333333,70.26666666666667,55.03333333333333,59.86666666666667,73.76666666666667
2015/2016,Saskatchewan,"Total, 12 years and over",Females,223,81750.25,91400.0,5300.0,57000.25,114675.0,304750.0,32525.0,198525.0,61099.75,219949.75,147849.75,11750.0,241725.25
2015/2016,Saskatchewan,"Total, 12 years and over",Females,239,28.933333333333337,32.9,24.900000000000002,17.133333333333336,36.63333333333333,92.83333333333333,9.666666666666666,59.53333333333333,18.400000000000002,66.76666666666667,48.6,55.93333333333334,73.73333333333333
2015/2016,Saskatchewan,"Total, 12 years and over",Males,223,101825.25,132150.0,8225.0,75500.0,64224.75,312850.25,24625.0,204675.0,57674.75,243775.0,187600.0,15750.0,240950.25
2015/2016,Saskatchewan,"Total, 12 years and over",Males,239,33.63333333333333,43.6,36.4,22.599999999999998,20.099999999999998,94.7,7.3,60.1,17.066666666666666,73.73333333333333,61.36666666666667,63.13333333333333,73.73333333333333
2015/2016,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,223,34259.8,54600.2,3000.0,27680.0,42980.0,141060.0,11340.0,101700.4,28620.0,111140.0,84000.2,5140.0,102479.8
2015/2016,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,239,25.099999999999998,41.233333333333334,35.46666666666667,18.633333333333336,30.2,93.76666666666667,7.366666666666667,66.23333333333333,18.8,73.96666666666665,60.1,53.800000000000004,68.2
2015/2016,"Sherbrooke, Quebec","Total, 12 years and over",Both sexes,223,23479.8,41480.0,2680.0,19720.0,51320.2,113200.0,10440.0,77120.0,28900.0,90640.0,62980.0,5320.0,73339.8
2015/2016,"Sherbrooke, Quebec","Total, 12 years and over",Both sexes,239,21.866666666666664,38.46666666666666,33.300000000000004,16.233333333333334,42.96666666666666,93.40000000000002,8.866666666666667,62.73333333333333,24.066666666666666,74.76666666666667,55.96666666666667,61.1,60.833333333333336
2015/2016,"Small population centres, Alberta","Total, 12 years and over",Both sexes,223,95440.4,101380.0,5280.0,77320.4,91840.0,288420.0,26980.0,189319.8,65360.0,224640.0,179000.2,15500.2,219480.0
2015/2016,"Small population centres, Alberta","Total, 12 years and over",Both sexes,239,34.06666666666666,35.86666666666667,28.5,24.266666666666666,30.399999999999995,92.60000000000001,8.466666666666667,59.36666666666667,20.633333333333333,71.86666666666667,62.166666666666664,69.56666666666668,70.76666666666667
2015/2016,"Small population centres, Alberta","Total, 12 years and over",Females,223,43220.4,42560.0,2400.0,33540.4,53920.0,135100.0,17460.0,87939.8,29939.8,102500.0,79340.0,6560.2,103940.0
2015/2016,"Small population centres, Alberta","Total, 12 years and over",Females,239,33.46666666666667,32.800000000000004,35.666666666666664,22.333333333333332,38.03333333333333,92.09999999999998,11.733333333333334,58.56666666666666,19.933333333333334,69.39999999999999,58.13333333333333,65.83333333333333,71.36666666666666
2015/2016,"Small population centres, Alberta","Total, 12 years and over",Males,223,52000.4,58719.8,2960.0,44020.4,37560.0,152780.0,9480.0,101419.8,35740.0,121780.0,99240.0,8980.0,114860.0
2015/2016,"Small population centres, Alberta","Total, 12 years and over",Males,239,34.666666666666664,38.56666666666666,25.166666666666668,26.0,23.666666666666668,92.86666666666667,5.7,60.03333333333333,21.333333333333332,73.96666666666667,65.8,71.83333333333333,70.10000000000001
2015/2016,"Small population centres, British Columbia","Total, 12 years and over",Both sexes,223,68600.2,82640.0,3860.0,44400.0,89920.2,253700.0,27420.2,171800.0,50339.8,190500.0,176980.4,12860.2,208320.4
2015/2016,"Small population centres, British Columbia","Total, 12 years and over",Both sexes,239,28.03333333333333,33.93333333333334,24.76666666666667,15.866666666666667,34.03333333333334,93.2,9.833333333333334,61.36666666666667,17.966666666666665,69.86666666666667,69.96666666666667,72.13333333333333,76.39999999999999
2015/2016,"Small population centres, British Columbia","Total, 12 years and over",Females,223,30820.2,36420.0,1660.0,18020.0,58260.4,130140.0,16440.0,89860.0,28559.8,96640.0,86680.4,6420.0,109160.4
2015/2016,"Small population centres, British Columbia","Total, 12 years and over",Females,239,25.633333333333336,30.433333333333337,22.53333333333333,12.733333333333334,42.73333333333333,92.96666666666665,11.566666666666668,63.166666666666664,20.033333333333335,69.10000000000001,67.39999999999999,65.36666666666667,78.33333333333333
2015/2016,"Small population centres, British Columbia","Total, 12 years and over",Males,223,37660.2,46340.0,2240.0,26200.0,31980.0,124040.0,11060.0,82180.0,22159.8,94420.0,90420.2,6460.2,99320.2
2015/2016,"Small population centres, British Columbia","Total, 12 years and over",Males,239,30.5,37.46666666666666,28.433333333333334,19.3,24.933333333333334,93.23333333333335,8.233333333333334,59.36666666666667,15.966666666666667,70.7,72.49999999999999,79.7,74.16666666666667
2015/2016,"Small population centres, Manitoba","Total, 12 years and over",Both sexes,223,25600.4,22500.0,1460.0,15140.0,21400.0,72820.0,7280.0,46079.8,14719.8,54720.0,36979.8,3560.0,57380.2
2015/2016,"Small population centres, Manitoba","Total, 12 years and over",Both sexes,239,37.03333333333333,32.53333333333333,29.133333333333336,18.7,28.866666666666664,92.60000000000001,9.133333333333333,56.6,18.066666666666666,68.96666666666667,50.199999999999996,60.43333333333334,73.46666666666665
2015/2016,"Small population centres, Manitoba","Total, 12 years and over",Males,223,14300.4,12420.0,940.0,8320.0,7460.0,34520.0,3060.0,20419.6,6460.0,26660.0,19659.8,1920.0,26800.0
2015/2016,"Small population centres, Manitoba","Total, 12 years and over",Males,239,41.8,36.199999999999996,35.6,21.433333333333334,21.2,91.90000000000002,8.4,51.76666666666667,16.566666666666666,70.56666666666668,55.46666666666666,70.46666666666667,71.9
2015/2016,"Small population centres, New Brunswick","Total, 12 years and over",Both sexes,223,25840.2,19520.0,1160.0,13660.0,18140.0,61039.8,8200.2,39419.8,14300.0,44399.8,30659.8,1920.0,48440.0
2015/2016,"Small population centres, New Brunswick","Total, 12 years and over",Both sexes,239,42.96666666666666,31.76666666666667,28.8,19.03333333333333,27.566666666666666,89.3,11.566666666666668,55.29999999999999,20.0,64.63333333333334,47.4,49.13333333333333,71.13333333333333
2015/2016,"Small population centres, New Brunswick","Total, 12 years and over",Females,223,16240.4,9720.0,0.0,8340.2,12520.0,36620.0,6180.2,22519.8,9040.0,25339.8,16159.8,760.0,28060.0
2015/2016,"Small population centres, New Brunswick","Total, 12 years and over",Females,239,45.633333333333326,26.8,38.300000000000004,20.2,31.96666666666667,90.36666666666667,15.366666666666665,53.96666666666667,21.900000000000002,62.0,42.43333333333334,44.03333333333333,69.2
2015/2016,"Small population centres, Newfoundland and Labrador","Total, 12 years and over",Both sexes,223,28680.2,19559.8,2620.2,18080.2,11459.6,63780.0,7980.0,43620.0,10319.8,49220.0,30579.6,2880.0,56260.2
2015/2016,"Small population centres, Newfoundland and Labrador","Total, 12 years and over",Both sexes,239,45.5,31.133333333333336,50.76666666666667,24.333333333333332,16.733333333333334,90.2,10.866666666666667,58.0,13.666666666666666,68.96666666666665,44.833333333333336,53.73333333333333,79.83333333333333
2015/2016,"Small population centres, Newfoundland and Labrador","Total, 12 years and over",Females,223,14340.4,8840.0,1040.2,7940.2,7639.8,31260.0,5340.0,20819.8,5479.8,24460.0,13499.8,1460.0,27320.2
2015/2016,"Small population centres, Newfoundland and Labrador","Total, 12 years and over",Females,239,46.166666666666664,28.766666666666666,41.833333333333336,21.966666666666665,22.2,88.93333333333334,15.033333333333333,56.666666666666664,15.1,69.0,40.6,55.23333333333333,77.56666666666668
2015/2016,"Small population centres, Newfoundland and Labrador","Total, 12 years and over",Males,223,14400.2,10839.8,1580.2,10220.2,3919.6,32360.0,2600.0,22660.0,4819.8,24500.0,17119.8,1480.0,28980.2
2015/2016,"Small population centres, Newfoundland and Labrador","Total, 12 years and over",Males,239,44.86666666666667,33.6,59.23333333333333,26.7,11.5,91.03333333333335,7.099999999999999,59.166666666666664,12.6,68.66666666666667,49.0,52.13333333333333,81.8
2015/2016,"Small population centres, Northwest Territories","Total, 12 years and over",Both sexes,223,4880.2,3319.8,200.0,3540.0,3680.0,12060.0,1000.0,7980.0,2820.0,9260.0,7680.2,420.0,10320.2
2015/2016,"Small population centres, Northwest Territories","Total, 12 years and over",Both sexes,239,42.46666666666667,28.600000000000005,29.46666666666667,26.866666666666664,29.03333333333333,92.3,7.766666666666666,60.93333333333334,21.76666666666667,70.99999999999999,63.46666666666667,53.03333333333333,79.03333333333333
2015/2016,"Small population centres, Northwest Territories","Total, 12 years and over",Males,223,2760.2,1759.8,120.0,1820.2,1240.0,5580.0,500.0,3580.0,1540.0,4380.0,3640.0,220.0,4440.0
2015/2016,"Small population centres, Northwest Territories","Total, 12 years and over",Males,239,49.03333333333333,30.8,33.166666666666664,29.5,21.400000000000002,91.96666666666665,8.766666666666666,58.56666666666666,26.46666666666667,71.9,64.76666666666667,52.166666666666664,73.10000000000001
2015/2016,"Small population centres, Nova Scotia","Total, 12 years and over",Both sexes,223,32480.2,30400.0,2700.2,22040.2,19899.6,88019.8,13480.2,55979.8,20340.0,64379.8,50420.0,3460.0,73000.2
2015/2016,"Small population centres, Nova Scotia","Total, 12 years and over",Both sexes,239,36.266666666666666,34.766666666666666,48.633333333333326,21.5,20.566666666666666,89.43333333333334,13.133333333333333,55.300000000000004,20.099999999999998,65.16666666666667,53.96666666666667,61.0,73.83333333333333
2015/2016,"Small population centres, Nova Scotia","Total, 12 years and over",Females,223,15840.2,13580.0,1300.2,11160.2,13459.8,46000.0,8580.2,29660.0,12340.0,33540.0,24080.0,1540.0,39000.2
2015/2016,"Small population centres, Nova Scotia","Total, 12 years and over",Females,239,35.1,30.666666666666668,45.03333333333333,21.366666666666664,26.633333333333336,90.2,16.366666666666667,57.06666666666666,23.599999999999998,65.2,50.199999999999996,55.03333333333334,76.13333333333333
2015/2016,"Small population centres, Nova Scotia","Total, 12 years and over",Males,223,16820.2,16980.0,1420.2,11040.0,6499.8,41899.8,4900.2,26519.8,8100.0,31019.8,26360.0,1940.0,33840.0
2015/2016,"Small population centres, Nova Scotia","Total, 12 years and over",Males,239,37.53333333333333,38.93333333333333,52.46666666666667,21.86666666666667,14.166666666666666,88.3,10.033333333333333,53.4,16.566666666666666,64.96666666666665,57.800000000000004,65.86666666666666,71.2
2015/2016,"Small population centres, Ontario","Total, 12 years and over",Both sexes,223,187900.4,196480.0,10700.0,124080.4,159499.8,562760.0,56140.0,374559.8,130660.0,434880.0,329380.0,29860.2,454680.4
2015/2016,"Small population centres, Ontario","Total, 12 years and over",Both sexes,239,34.733333333333334,36.4,25.566666666666663,19.76666666666667,26.96666666666667,92.06666666666666,8.866666666666667,59.1,20.733333333333334,70.86666666666667,57.800000000000004,66.76666666666667,75.13333333333333
2015/2016,"Small population centres, Ontario","Total, 12 years and over",Females,223,88180.4,90800.2,4220.0,60180.4,101799.8,290000.0,37520.0,189340.0,71060.0,214980.0,160360.0,14900.4,233780.2
2015/2016,"Small population centres, Ontario","Total, 12 years and over",Females,239,32.56666666666667,33.666666666666664,20.8,18.666666666666668,33.166666666666664,91.73333333333333,11.666666666666666,58.46666666666667,22.03333333333333,67.8,55.06666666666667,64.13333333333334,74.66666666666667
2015/2016,"Small population centres, Ontario","Total, 12 years and over",Males,223,100040.4,105720.0,6680.0,64660.0,58199.8,272520.0,18540.0,185140.0,59680.0,219200.0,169740.0,15060.0,220580.4
2015/2016,"Small population centres, Ontario","Total, 12 years and over",Males,239,37.03333333333333,39.2,30.7,21.0,20.36666666666667,92.40000000000002,6.0,59.76666666666667,19.499999999999996,74.03333333333333,60.63333333333333,69.23333333333333,75.53333333333335
2015/2016,"Small population centres, Quebec","Total, 12 years and over",Both sexes,223,116400.2,152360.0,7840.0,92620.2,171880.2,428900.0,28219.8,282579.8,102440.0,341900.2,225739.8,18180.0,305660.2
2015/2016,"Small population centres, Quebec","Total, 12 years and over",Both sexes,239,28.133333333333336,36.699999999999996,23.066666666666666,19.533333333333335,38.13333333333333,93.36666666666667,6.033333333333334,59.76666666666666,21.8,74.3,52.6,55.26666666666667,67.26666666666667
2015/2016,"Small population centres, Quebec","Total, 12 years and over",Females,223,54840.2,66920.0,3180.0,43780.2,102680.2,212640.0,16939.8,135900.0,56920.0,167720.2,98239.6,8280.0,151580.2
2015/2016,"Small population centres, Quebec","Total, 12 years and over",Females,239,26.96666666666667,32.93333333333333,18.766666666666666,18.733333333333334,45.76666666666667,93.0,7.300000000000001,57.800000000000004,24.46666666666667,73.23333333333333,45.9,51.06666666666666,67.23333333333333
2015/2016,"Small population centres, Quebec","Total, 12 years and over",Males,223,62060.2,85180.0,4740.0,48600.0,69300.2,216280.0,11500.0,146320.0,45600.0,174200.0,127520.0,9900.0,153760.2
2015/2016,"Small population centres, Quebec","Total, 12 years and over",Males,239,29.266666666666666,40.36666666666667,28.166666666666668,20.4,30.566666666666666,93.63333333333333,5.0,61.666666666666664,19.266666666666666,75.3,59.166666666666664,59.29999999999999,67.23333333333333
2015/2016,"Small population centres, Saskatchewan","Total, 12 years and over",Both sexes,223,38180.2,40120.0,2600.0,24140.0,32240.0,111300.0,12240.0,69819.8,22999.8,81420.0,58139.8,3980.0,89780.2
2015/2016,"Small population centres, Saskatchewan","Total, 12 years and over",Both sexes,239,35.56666666666666,37.6,34.6,20.166666666666668,28.03333333333333,93.66666666666667,10.0,57.36666666666667,18.933333333333334,68.36666666666667,52.20000000000001,51.166666666666664,76.06666666666668
2015/2016,"Small population centres, Saskatchewan","Total, 12 years and over",Females,223,18800.2,17580.0,1160.0,10140.0,20100.0,56320.0,8100.0,35320.0,10899.8,39520.0,27520.0,1920.0,46980.2
2015/2016,"Small population centres, Saskatchewan","Total, 12 years and over",Females,239,34.233333333333334,33.06666666666667,34.0,16.8,34.5,92.8,13.1,56.93333333333334,17.833333333333332,64.5,48.4,60.56666666666666,77.39999999999999
2015/2016,"Small population centres, Saskatchewan","Total, 12 years and over",Males,223,19440.2,22300.0,1460.0,14000.0,11960.0,55040.0,4180.0,34520.0,12160.0,42020.0,30400.0,2119.6,42800.2
2015/2016,"Small population centres, Saskatchewan","Total, 12 years and over",Males,239,37.0,42.266666666666666,36.13333333333333,23.8,21.5,94.26666666666667,7.133333333333333,57.73333333333333,20.333333333333332,72.26666666666667,56.26666666666666,45.0,74.46666666666665
2015/2016,"Small population centres, Yukon","Total, 12 years and over",Both sexes,223,3340.2,3119.8,120.0,2580.0,3320.0,10820.0,1260.0,7200.0,2460.0,7960.0,7180.2,400.0,9480.2
2015/2016,"Small population centres, Yukon","Total, 12 years and over",Both sexes,239,32.233333333333334,30.266666666666666,23.433333333333334,21.833333333333332,30.433333333333334,93.76666666666667,10.933333333333332,61.03333333333333,21.166666666666668,69.16666666666667,66.26666666666667,60.6,82.13333333333334
2015/2016,"Small population centres, Yukon","Total, 12 years and over",Males,223,1700.0,1699.8,0.0,1480.0,1340.0,5340.0,600.0,3400.0,1040.0,3659.8,3720.2,220.0,4780.2
2015/2016,"Small population centres, Yukon","Total, 12 years and over",Males,239,31.7,31.866666666666664,26.866666666666664,25.566666666666663,25.2,93.5,10.700000000000001,57.666666666666664,18.099999999999998,64.0,69.00000000000001,64.93333333333334,83.76666666666667
2015/2016,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,223,56120.0,65460.0,3000.0,44920.0,54560.0,198440.0,25320.2,136460.0,47340.0,160120.4,114580.0,8580.0,149460.0
2015/2016,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,239,29.933333333333337,35.13333333333333,28.133333333333336,20.500000000000004,26.933333333333334,93.26666666666667,11.666666666666666,61.29999999999999,21.366666666666664,75.89999999999999,57.4,63.4,71.10000000000001
2015/2016,"St. John's, Newfoundland and Labrador","Total, 12 years and over",Both sexes,223,34660.0,33480.0,1360.0,19759.8,28920.0,100860.0,13860.2,75160.4,17039.8,82000.0,60260.2,3120.0,79840.0
2015/2016,"St. John's, Newfoundland and Labrador","Total, 12 years and over",Both sexes,239,34.300000000000004,33.333333333333336,26.5,17.7,26.76666666666667,91.93333333333334,12.566666666666668,66.7,15.333333333333334,74.89999999999999,57.833333333333336,63.13333333333333,72.7
2015/2016,"Toronto, Ontario","Total, 12 years and over",Both sexes,223,578679.6,949100.0,41080.0,446399.6,779979.8,2793600.0,201179.6,1929980.0,722800.2,2185480.0,1568999.6,124140.0,2072199.8
2015/2016,"Toronto, Ontario","Total, 12 years and over",Both sexes,239,21.333333333333332,35.13333333333333,22.833333333333332,14.200000000000001,26.433333333333334,92.5,6.333333333333333,60.800000000000004,23.0,71.86666666666667,54.56666666666667,57.53333333333334,68.7
2015/2016,"Toronto, Ontario","Total, 12 years and over",Females,223,270299.6,417280.0,17320.0,163799.6,487119.8,1444780.0,120019.6,969100.0,401180.0,1093160.0,770220.0,50000.0,1090460.0
2015/2016,"Toronto, Ontario","Total, 12 years and over",Females,239,19.766666666666666,30.733333333333334,19.066666666666666,10.133333333333333,31.866666666666664,93.0,7.3999999999999995,59.46666666666667,24.833333333333332,69.66666666666667,51.9,47.03333333333333,70.36666666666666
2015/2016,"Toronto, Ontario","Total, 12 years and over",Males,223,308559.6,530920.0,23980.0,283300.0,292419.8,1346980.0,81180.0,960900.0,322080.0,1091160.0,799159.6,74380.0,980640.0
2015/2016,"Toronto, Ontario","Total, 12 years and over",Males,239,22.96666666666667,39.6,27.366666666666664,18.566666666666666,20.566666666666666,91.86666666666667,5.266666666666667,62.199999999999996,21.066666666666666,74.10000000000001,57.36666666666667,67.43333333333334,66.96666666666667
2015/2016,"Total, census metropolitan areas","Total, 12 years and over",Both sexes,223,3365674.75,5068350.0,229424.75,2629149.75,4720275.0,14651475.0,1292424.75,10202075.25,3596000.25,11408200.25,8671775.25,608375.0,10457099.75
2015/2016,"Total, census metropolitan areas","Total, 12 years and over",Both sexes,239,23.8,35.833333333333336,24.23333333333333,16.2,30.8,92.96666666666665,7.933333333333334,62.56666666666666,22.133333333333336,72.06666666666666,58.26666666666667,59.166666666666664,66.83333333333333
2015/2016,"Total, census metropolitan areas","Total, 12 years and over",Females,223,1559399.75,2146024.75,94800.0,1105849.75,2913475.0,7463475.0,835649.75,5095450.25,1971600.25,5631275.0,4161500.25,256700.0,5402799.75
2015/2016,"Total, census metropolitan areas","Total, 12 years and over",Females,239,22.066666666666663,30.433333333333334,20.566666666666666,13.4,37.1,92.86666666666667,10.1,61.43333333333334,23.833333333333332,69.63333333333333,54.79999999999999,51.79999999999999,67.66666666666667
2015/2016,"Total, census metropolitan areas","Total, 12 years and over",Males,223,1808824.75,2918050.25,134724.75,1525274.75,1808075.25,7189975.0,456299.75,5103875.25,1625750.25,5778100.25,4506150.0,351825.0,5055449.75
2015/2016,"Total, census metropolitan areas","Total, 12 years and over",Males,239,25.53333333333333,41.2,27.8,19.1,24.133333333333336,93.09999999999998,5.7,63.699999999999996,20.400000000000002,74.56666666666668,61.86666666666667,65.93333333333334,65.93333333333334
2015/2016,"Total, large urban population centres","Total, 12 years and over",Both sexes,223,2835099.75,4372425.0,193474.75,2255574.75,4119375.0,12719125.0,1121224.75,8856550.25,3131375.25,9905025.0,7592900.25,513050.0,9052849.75
